Geracao;FitnessMelhor;FitnessMedia;DistanciaMelhor;Venceu
305;1762.00;1163.53;1547;False
306;1762.00;1159.60;1547;False
307;1762.00;1125.92;1547;False
308;1762.00;1184.17;1547;False
309;1762.00;1145.62;1547;False
310;1762.00;1137.58;1547;False
311;1762.00;1143.90;1547;False
312;1762.00;1230.68;1547;False
313;1762.00;1108.32;1547;False
314;1762.00;1184.00;1547;False
315;1762.00;1208.18;1547;False
316;1762.00;1152.87;1547;False
317;1762.00;1121.15;1547;False
318;1762.00;1165.42;1547;False
319;1762.00;1135.23;1547;False
320;1762.00;1112.72;1547;False
321;1762.00;1088.10;1547;False
322;1762.00;1153.28;1547;False
323;1762.00;1140.17;1547;False
324;1762.00;1177.60;1547;False
325;1762.00;1148.10;1547;False
326;1762.00;1225.05;1547;False
327;1762.00;1122.45;1547;False
328;1762.00;1104.20;1547;False
329;1762.00;1150.50;1547;False
330;1762.00;1155.92;1547;False
331;1762.00;1147.17;1547;False
332;1762.00;1119.22;1547;False
333;1762.00;1189.12;1547;False
334;1762.00;1150.80;1547;False
335;1762.00;1077.53;1547;False
336;1762.00;1102.18;1547;False
337;1762.00;1092.02;1547;False
338;1762.00;1129.93;1547;False
339;1762.00;1214.27;1547;False
340;1762.00;1156.67;1547;False
341;1762.00;1239.43;1547;False
342;1762.00;1129.27;1547;False
343;1762.00;1125.17;1547;False
344;1762.00;1153.10;1547;False
345;1762.00;1187.48;1547;False
346;1762.00;1146.45;1547;False
347;1762.00;1154.77;1547;False
348;1762.00;1180.12;1547;False
349;1762.00;1116.05;1547;False
350;1762.00;1092.68;1547;False
351;1762.00;1142.02;1547;False
352;1762.00;1134.82;1547;False
353;1762.00;1160.58;1547;False
354;1762.00;1176.18;1547;False
355;1762.00;1105.42;1547;False
356;1762.00;1123.48;1547;False
357;1762.00;1192.25;1547;False
358;1762.00;1152.28;1547;False
359;1762.00;1178.20;1547;False
360;1762.00;1157.53;1547;False
361;1762.00;1138.25;1547;False
362;1762.00;1170.77;1547;False
363;1762.00;1137.75;1547;False
364;1762.00;1140.62;1547;False
365;1762.00;1183.48;1547;False
366;1762.00;1192.88;1547;False
367;1762.00;1146.70;1547;False
368;1762.00;1205.13;1547;False
369;1762.00;1237.70;1547;False
370;1762.00;1129.43;1547;False
371;1762.00;1147.18;1547;False
372;1762.00;1217.47;1547;False
373;1762.00;1090.95;1547;False
374;1762.00;1197.58;1547;False
375;1762.00;1201.90;1547;False
376;1762.00;1118.68;1547;False
377;1762.00;1161.57;1547;False
378;1762.00;1179.77;1547;False
379;1762.00;1161.07;1547;False
