Geracao;FitnessMelhor;FitnessMedia;DistanciaMelhor;Venceu
816;1837.00;1130.67;1627;False
817;1837.00;1174.48;1627;False
818;1837.00;1162.27;1627;False
819;1837.00;1173.67;1627;False
820;1837.00;1181.25;1627;False
821;1837.00;1289.25;1627;False
822;1837.00;1124.75;1627;False
823;1837.00;1152.18;1627;False
824;1837.00;1193.02;1627;False
825;1837.00;1226.67;1627;False
826;1837.00;1223.68;1627;False
827;1837.00;1133.75;1627;False
828;1837.00;1169.70;1627;False
829;1837.00;1122.98;1627;False
830;1837.00;1227.00;1627;False
831;1837.00;1219.03;1627;False
832;1837.00;1121.93;1627;False
833;1837.00;1190.57;1627;False
834;1837.00;1166.60;1627;False
835;1837.00;1207.75;1627;False
836;1837.00;1203.08;1627;False
837;1837.00;1216.68;1627;False
838;1837.00;1205.28;1627;False
839;1837.00;1229.58;1627;False
840;1837.00;1165.18;1627;False
841;1837.00;1199.20;1627;False
842;1837.00;1199.58;1627;False
843;1837.00;1159.93;1627;False
844;1837.00;1197.23;1627;False
845;1837.00;1272.67;1627;False
846;1837.00;1165.37;1627;False
847;1837.00;1146.38;1627;False
848;1837.00;1142.38;1627;False
849;1837.00;1120.52;1627;False
850;1837.00;1199.50;1627;False
851;1837.00;1176.73;1627;False
852;1837.00;1155.85;1627;False
853;1837.00;1205.50;1627;False
854;1837.00;1186.60;1627;False
855;1837.00;1136.52;1627;False
856;1837.00;1163.78;1627;False
857;1837.00;1157.18;1627;False
858;1837.00;1145.38;1627;False
859;1837.00;1235.50;1627;False
860;1837.00;1130.67;1627;False
861;1837.00;1181.47;1627;False
862;1837.00;1226.20;1627;False
863;1837.00;1132.92;1627;False
864;1837.00;1133.58;1627;False
865;1837.00;1209.98;1627;False
866;1837.00;1256.77;1627;False
867;1837.00;1177.20;1627;False
868;1837.00;1217.10;1627;False
869;1837.00;1151.42;1627;False
870;1837.00;1148.67;1627;False
871;1837.00;1214.15;1627;False
872;1837.00;1219.35;1627;False
873;1837.00;1169.02;1627;False
874;1837.00;1283.10;1627;False
875;1837.00;1141.20;1627;False
876;1837.00;1170.90;1627;False
877;1837.00;1176.35;1627;False
878;1837.00;1185.15;1627;False
879;1837.00;1161.83;1627;False
880;1837.00;1210.42;1627;False
881;1837.00;1219.67;1627;False
882;1837.00;1134.58;1627;False
883;1837.00;1213.58;1627;False
884;1837.00;1242.10;1627;False
885;1837.00;1131.42;1627;False
886;1837.00;1172.57;1627;False
887;1837.00;1195.68;1627;False
888;1837.00;1086.25;1627;False
889;1837.00;1159.10;1627;False
890;1837.00;1237.72;1627;False
891;1837.00;1157.13;1627;False
892;1837.00;1209.32;1627;False
893;1837.00;1208.72;1627;False
894;1837.00;1179.53;1627;False
895;1837.00;1189.10;1627;False
896;1837.00;1171.30;1627;False
897;1837.00;1207.08;1627;False
898;1837.00;1210.63;1627;False
899;1837.00;1177.85;1627;False
900;1837.00;1179.00;1627;False
901;1837.00;1154.52;1627;False
902;1837.00;1108.78;1627;False
903;1837.00;1201.40;1627;False
904;1837.00;1186.63;1627;False
905;1837.00;1194.87;1627;False
906;1837.00;1170.73;1627;False
907;1837.00;1187.57;1627;False
908;1837.00;1208.62;1627;False
909;1837.00;1136.57;1627;False
910;1837.00;1210.90;1627;False
911;1837.00;1257.05;1627;False
912;1837.00;1165.28;1627;False
913;1837.00;1124.05;1627;False
914;1837.00;1130.10;1627;False
915;1837.00;1163.35;1627;False
916;1837.00;1161.75;1627;False
917;1837.00;1178.38;1627;False
918;1837.00;1165.88;1627;False
919;1837.00;1165.92;1627;False
920;1837.00;1190.27;1627;False
921;1837.00;1155.10;1627;False
922;1837.00;1240.18;1627;False
923;1837.00;1168.13;1627;False
924;1837.00;1121.68;1627;False
925;1837.00;1182.88;1627;False
926;1837.00;1189.87;1627;False
927;1837.00;1188.40;1627;False
928;1837.00;1136.65;1627;False
929;1837.00;1246.22;1627;False
930;1837.00;1134.67;1627;False
931;1837.00;1174.03;1627;False
932;1837.00;1207.87;1627;False
933;1837.00;1123.18;1627;False
934;1837.00;1194.28;1627;False
935;1837.00;1208.17;1627;False
936;1837.00;1146.45;1627;False
937;1837.00;1242.90;1627;False
938;1837.00;1191.33;1627;False
939;1837.00;1109.03;1627;False
940;1837.00;1185.87;1627;False
941;1837.00;1200.27;1627;False
942;1837.00;1177.10;1627;False
943;1837.00;1176.33;1627;False
944;1837.00;1207.15;1627;False
945;1837.00;1166.42;1627;False
946;1837.00;1232.75;1627;False
947;1837.00;1202.65;1627;False
948;1837.00;1130.63;1627;False
949;1837.00;1219.82;1627;False
950;1837.00;1264.62;1627;False
951;1837.00;1132.00;1627;False
952;1837.00;1179.73;1627;False
953;1837.00;1212.52;1627;False
954;1837.00;1199.37;1627;False
955;1837.00;1177.03;1627;False
956;1837.00;1215.67;1627;False
957;1837.00;1139.55;1627;False
958;1837.00;1184.45;1627;False
959;1837.00;1209.63;1627;False
960;1837.00;1212.12;1627;False
961;1837.00;1127.05;1627;False
962;1837.00;1168.52;1627;False
963;1837.00;1107.77;1627;False
964;1837.00;1168.98;1627;False
965;1837.00;1146.98;1627;False
966;1837.00;1135.65;1627;False
967;1837.00;1193.65;1627;False
968;1837.00;1236.32;1627;False
969;1837.00;1184.82;1627;False
970;1837.00;1159.48;1627;False
971;1837.00;1162.03;1627;False
972;1837.00;1133.85;1627;False
973;1837.00;1192.60;1627;False
974;1837.00;1243.90;1627;False
975;1837.00;1137.32;1627;False
976;1837.00;1196.72;1627;False
977;1837.00;1202.93;1627;False
978;1837.00;1210.72;1627;False
979;1837.00;1201.57;1627;False
980;1837.00;1186.95;1627;False
981;1837.00;1193.43;1627;False
982;1837.00;1178.37;1627;False
983;1837.00;1166.97;1627;False
984;1837.00;1146.55;1627;False
985;1837.00;1214.82;1627;False
986;1837.00;1217.05;1627;False
987;1837.00;1146.28;1627;False
988;1837.00;1118.27;1627;False
989;1837.00;1193.80;1627;False
990;1837.00;1193.75;1627;False
991;1837.00;1210.37;1627;False
992;1837.00;1177.72;1627;False
993;1837.00;1155.32;1627;False
994;1837.00;1124.42;1627;False
995;1837.00;1213.22;1627;False
996;1837.00;1209.72;1627;False
997;1837.00;1175.75;1627;False
998;1837.00;1204.72;1627;False
999;1837.00;1167.62;1627;False
1000;1837.00;1216.92;1627;False
